,Date,Total Inflows,Customers - DDS,Customers - EFT,T&S Collections,FX Sales,Other operations,Total Outflows,Tüpraş,Other Oil,Gas,Import payments (FX purchases),Tax,Operatioınal and Admin. Expenses,VIS Buyback Payments,Net Cashflow from Operations,Inflows- currency
245,2019-12-26,32683398.552499995,12936500.0,13076746.855,6670151.6975,0.0,0.0,-62271086.395,-6201248.11,-9453750.0,-1073250.0,-26768520.0,-17953666.9025,-820651.3825000001,0.0,-29587687.84250001,
246,2019-12-27,36239260.1125,13366000.0,17469415.41,5403844.7025,0.0,0.0,-23595230.72,-7744618.045,-6786750.0,-1032500.0,-4149394.05,-2951584.0975,-930384.5275,0.0,12644029.392499998,
247,2019-12-30,128480346.8525,68318500.0,42979865.5425,17181981.31,0.0,0.0,-98054452.07,-31889736.33,-18540750.0,-2839000.0,-36586643.75,-89799.59,-8108522.4,0.0,30425894.7825,
248,2019-12-31,74393131.4525,33365750.0,32330433.5925,5634447.86,0.0,3062500.0,-14048925.5975,-7626617.255000001,-732750.0,-3132500.0,0.0,0.0,-2557058.3425000003,0.0,60344205.855,
249,2020-01-02,40858387.25750001,13967250.0,19266176.257500004,7624961.0,0.0,0.0,-42006609.45999999,-27252233.02,-9191750.0,-1256000.0,0.0,-3615078.495,-691547.945,0.0,-1148222.2024999857,
250,2020-01-03,37289083.5775,3597500.0,23438906.1725,10252677.405,0.0,0.0,-17632750.2925,-13759796.6975,-1385000.0,-1139500.0,0.0,-515948.815,-832504.78,0.0,19656333.285,
251,2020-01-06,72088033.1225,37340500.0,23725731.2,11021801.9225,0.0,0.0,-117971260.23,-34453882.205,-16276250.0,-8175700.1725,-21211250.0,-457540.435,-3293751.805,-34102885.6125,-45883227.1075,
252,2020-01-07,42028187.62,18755500.0,17844064.7225,5428622.8975,0.0,0.0,-29098209.6425,-4546389.15,-7707500.0,-864250.0,-4963077.5,-8037439.8675,-2979553.125,0.0,12929977.9775,
253,2020-01-08,20050648.3,12617750.0,5835199.760000001,1597698.54,0.0,0.0,-19187425.68,-12021392.4575,-3412500.0,-1340000.0,-74618.75,-19711.7175,-2319202.755,0.0,863222.620000001,
254,2020-01-09,31402981.195,11613000.0,10445886.7075,9344094.4875,0.0,0.0,-19333960.94,-11250131.5575,-3829250.0,-1217500.0,0.0,-76277.44,-2960801.9425,0.0,12069020.255000005,
255,2020-01-10,58052639.4675,28692000.0,21209987.3675,8150652.1,0.0,0.0,-89878868.005,-2518890.3075,-707250.0,-1121750.0,-37290713.75,-46201222.9475,-2039041.0,0.0,-31826228.537499998,
256,2020-01-13,73413752.51,40779250.0,20934456.530000005,11700045.98,0.0,0.0,-34409375.7975,-22189150.435,-6871307.865,-2169675.0,-538025.0,0.0,-2641217.4975,0.0,39004376.712500006,
257,2020-01-14,39971288.925,24426000.0,12327856.844999995,3217432.08,0.0,0.0,-66513904.9725,-15744644.3325,-11885750.0,-785370.0,-29926472.5,-550099.135,-7621569.005,0.0,-26542616.0475,
258,2020-01-15,66327647.28,37859750.0,25122264.317500003,2196967.8125,0.0,1148665.15,-25414185.942500003,-15717216.3325,-2011000.0,-524250.0,-5820000.0,-451225.6975,-890493.9125,0.0,40913461.3375,
259,2020-01-16,23033162.8775,12061750.0,8302677.2325,2668735.645,0.0,0.0,-42641757.9375,-10004430.555,0.0,-1014500.0,-30927211.625,-62745.1225,-632870.635,0.0,-19608595.06,
260,2020-01-17,21264274.035,3419500.0,13398803.464999998,4445970.57,0.0,0.0,-12835518.18,-1882695.46,-1988750.0,-805500.0,-1291557.5,-6249779.745,-617235.475,0.0,8428755.854999997,
261,2020-01-20,71405839.355,37547250.0,25155513.395000003,8703075.96,0.0,0.0,-83037098.456355,-25768121.405,-15232750.0,-2707250.0,-49170.998855000005,-298736.45,-2828356.6125,-36152712.99,-11631259.101355,
262,2020-01-21,30888437.4975,17968500.0,10992330.0225,1927607.475,0.0,0.0,-51482652.3075,-12569968.37,-8001000.0,-386500.0,-29429987.5,-112559.66,-982636.7775,0.0,-20594214.809999995,
263,2020-01-22,26128770.8625,16324500.0,8384385.125,1419885.7374999998,0.0,0.0,-10814351.9882875,-2605012.7675,-951000.0,-546088.25,-345316.8957875,-3919931.5025,-2447002.5725,0.0,15314418.874212502,
264,2020-01-23,24044170.515,14201000.0,7804579.460000001,2038591.055,0.0,0.0,-40993708.8575,-9573859.06,-2346000.0,-1140250.0,-26992216.875,-56399.4675,-884983.455,0.0,-16949538.3425,
265,2020-01-24,25594370.58,12240750.0,11457809.342499996,1895811.2375,0.0,0.0,-24179610.61,-10816569.62,-6412750.0,-754500.0,0.0,-2233181.9475,-3962609.0425,0.0,1414759.9700000023,
266,2020-01-27,84186830.19,54509250.0,21013163.06,8664417.129999999,0.0,0.0,-129645363.6975,-33430744.7475,-500750.0,-5041250.0,-36041571.25,-51654048.36750001,-2976999.3325,0.0,-45458533.50750001,
267,2020-01-28,28720206.8275,15733250.0,10497770.295,2489186.5325,0.0,0.0,-21882347.99,-11217657.905,-2115000.0,-462500.0,0.0,-100278.5,-7986911.585,0.0,6837858.837500002,
268,2020-01-29,36087848.43,22790500.0,9522775.4625,3774572.9675,0.0,0.0,-13084849.09,-5665995.16,-6355098.305,-690250.0,0.0,-84057.29,-289448.335,0.0,23002999.34,
269,2020-01-30,72241060.1725,35450250.0,25139129.47,11651680.7025,0.0,0.0,-52693966.6225,-14739753.545,-6767750.0,-875750.0,-26456785.0,-3168993.9275,-684934.1500000004,0.0,19547093.55,
270,2020-01-31,52166478.6225,26457500.0,24449773.06,1259205.5625,0.0,0.0,-15460718.9775,-11556187.6375,-505250.0,-1220000.0,0.0,-16158.6525,-2163122.6875,0.0,36705759.645,
271,2020-02-03,65652367.9375,38854250.0,18067494.970000003,8730622.9675,0.0,0.0,-73551862.8125,-58934168.1275,-9093500.0,-2603250.0,0.0,-82444.685,-2838500.0,0.0,-7899494.875,
272,2020-02-04,25566338.945,4200250.0,14549129.46,6816959.484999999,0.0,0.0,-9944510.035,-4077683.975,-167750.0,-1220250.0,-3740812.5,-78154.31,-659859.25,0.0,15621828.91,
273,2020-02-05,59092488.25,20512500.0,22273887.25,16306101.0,0.0,0.0,-60331059.1425,-14703223.2875,-3125000.0,-3105500.0,0.0,-2310109.24,-767650.45,-36319576.165,-1238570.8924999982,
274,2020-02-06,31615491.840000004,12621000.0,11158503.4275,7835988.4125,0.0,0.0,-15087009.24,-6261019.0775,-4500000.0,-801750.0,0.0,-2727011.2075,-797228.9550000001,0.0,16528482.600000003,
275,2020-02-07,43529640.02,13341750.0,19601897.02,10585993.0,0.0,0.0,-59429642.66250001,-10273495.9175,-17202500.0,-660750.0,-29920500.0,-23973.2475,-1348423.4975,0.0,-15900002.642500011,
276,2020-02-10,111504218.02,55995750.0,36526731.0,18981737.020000003,0.0,0.0,-132978830.25,-24699493.9675,-18669750.0,-3000000.0,-39083920.0,-44838708.370000005,-2686957.9125,0.0,-21474612.22999999,
277,2020-02-11,43451516.265,16512500.0,12397749.065,14541267.2,0.0,0.0,-19641631.0475,-10688343.445,-4486750.0,-606250.0,0.0,-3193287.6025,-667000.0,0.0,23809885.2175,
278,2020-02-12,48382345.2975,13568000.0,26583670.5,8230674.797499999,0.0,0.0,-14515148.445,-1896496.5075,-11289202.725,-793500.0,0.0,-19967.685,-515981.5275,0.0,33867196.8525,
279,2020-02-13,36749555.5,15375750.0,14551468.6925,6822336.8075,0.0,0.0,-18624147.93,-6239535.5925,-7951000.0,-1205500.0,-1513400.0,0.0,-1714712.3375,0.0,18125407.57,
280,2020-02-14,64666524.91,19014250.0,31231177.225,14421097.685,0.0,0.0,-18555777.3425,-14555108.8075,-630227.8475,-1185265.125,0.0,-297248.265,-1887927.2975,0.0,46110747.5675,
281,2020-02-17,116235419.965,54304250.0,44398799.215,17532370.75,0.0,0.0,-78264169.9475,-54873688.31,-10354377.25,-1432574.5,-6896319.0,-1828958.5575,-2878252.33,0.0,37971250.0175,
282,2020-02-18,42433659.13,3259500.0,22365491.615,16808667.515,0.0,0.0,-25832548.05,-14445939.6525,-9623250.0,-870500.0,0.0,-101301.6375,-791556.76,0.0,16601111.080000002,
283,2020-02-19,32351668.067500003,14924500.0,7067866.680000001,10359301.3875,0.0,0.0,-57993847.6825,-13900729.72,-7793203.5,-366692.0,0.0,-217665.4625,-588732.9674999993,-35126824.0325,-25642179.614999995,
284,2020-02-20,26551714.46,12088000.0,11652777.460000005,2810937.0,0.0,0.0,-36560054.7575,-13094306.035,-22355745.9325,-603071.1,-82203.75,-288031.9725,-136695.96749999898,0.0,-10008340.2975,
285,2020-02-21,43188991.8125,14572250.0,19057240.3125,9559501.5,0.0,0.0,-24431334.2725,-7004916.15,-13288768.495,-846926.925,-1483357.5,-799674.7175,-705833.735,-301856.75,18757657.54,
286,2020-02-24,88588838.3,39531750.0,30579654.845000003,18477433.455,0.0,0.0,-51253150.71,-31502793.3575,-7276117.0,-1089062.0,0.0,-5811520.0,-5573658.352499999,0.0,37335687.59,
287,2020-02-25,43825120.5225,29054000.0,10095765.329999998,4675355.1925,0.0,0.0,-67847465.495,-12643334.01,-11792728.0,-766912.5,0.0,-37804707.0175,-4839783.967500001,0.0,-24022344.972500004,
288,2020-02-26,26407530.6425,14960250.0,7707779.25,3739501.3925,0.0,0.0,-24340076.185,-6288077.2,-261912.5,-664951.5,0.0,-16792440.4175,-332694.5674999999,0.0,2067454.4575,
289,2020-02-27,32774699.68,12674250.0,16051501.930000002,4048947.75,0.0,0.0,-36736676.00862175,-6721939.765,-3762900.0,-479756.0,-25441884.75862175,-3951.75,-326243.73500000034,0.0,-3961976.328621753,
290,2020-02-28,84819220.53,34256250.0,46336233.03,3231341.5,995396.0,0.0,-31660139.405,-23268493.985,-5058883.8525,-931966.08,0.0,-1750509.965,-544285.5225000001,-106000.0,53159081.125,
291,2020-03-02,93272792.7625,52625000.0,28165036.512500003,12482756.25,0.0,0.0,-43109751.05,-25323774.25,-7178054.25,-4817224.75,-780142.5,-3420856.17,-1589699.13,0.0,50163041.7125,
292,2020-03-03,19122938.745,5406000.0,9185479.745,4531459.0,0.0,0.0,-14850939.2825,-13572325.3925,-127329.5,-827865.25,0.0,-66674.73,-256744.41,0.0,4271999.4625,
293,2020-03-04,22968053.51,15131000.0,10654270.5,8330065.51,-11147282.5,0.0,-53760848.3425,-17778184.8375,-3376270.5,-856638.0,0.0,-36812.455,-419462.9074999997,-31293479.6425,-30792794.8325,
294,2020-03-05,42743432.120000005,14406500.0,14837197.12,13499735.0,0.0,0.0,-26360655.8325,-21060673.055,-4024564.5,-920507.4725,0.0,-106208.6175,-248702.1875000001,0.0,16382776.287500003,
295,2020-03-06,47209606.545,14060750.0,20218085.135,12930771.41,0.0,0.0,-53040789.0975,-9388101.0475,-8656612.2975,-4855896.5,-22090062.5,-6942786.29,-1107330.4625,0.0,-5831182.552499995,
296,2020-03-09,84775378.815,41679250.0,29682757.275,13413371.54,0.0,0.0,-67182914.8875,-37867430.89,-25854250.0,-626455.5,0.0,-6802.5925,-2827975.905000001,0.0,17592463.927499995,
297,2020-03-10,69932502.845,27862750.0,23126669.595,18943083.25,0.0,0.0,-59446856.56,-10577456.7775,-3498810.0,-642289.75,0.0,-38418132.7825,-6310167.25,0.0,10485646.284999996,
298,2020-03-11,32626359.25,14063250.0,12691120.25,5871989.0,0.0,0.0,-16728104.6275,-11387828.5725,-3802237.75,-234253.25,0.0,-77313.555,-1226471.5,0.0,15898254.6225,
299,2020-03-12,28566289.3825,14475250.0,10228008.8825,3863030.5,0.0,0.0,-18008160.165000003,-12717481.4675,-4683612.75,-347500.0,0.0,-74949.4475,-184616.5,0.0,10558129.217499996,
300,2020-03-13,38555637.25,14350750.0,16670364.25,7534523.0,0.0,0.0,-24732049.515,-10673965.94,-4714370.25,-811616.5,0.0,-3597564.655,-4934532.17,0.0,13823587.735,
301,2020-03-16,115321352.5,62487750.0,39383746.25,12121715.75,0.0,1328140.5,-74994107.25,-21228760.385,-12925316.5,-876500.0,-35163697.5,-1163972.615,-3635860.25,0.0,40327245.25,
302,2020-03-17,26670871.655,5194500.0,12263495.25,7419626.405,1793250.0,0.0,-14695727.525,-6187692.0775,-5922950.75,-390126.25,0.0,-795870.325,-1399088.1225,0.0,11975144.13,
303,2020-03-18,28968474.25,15288000.0,9661690.0,4018784.25,0.0,0.0,-52828876.955,-15986573.145,0.0,-99829.5,-1064070.0,-77724.9,-671907.75,-34928771.66,-23860402.705,
304,2020-03-19,29715588.5,11507750.0,14173382.5,4034456.0,0.0,0.0,-31440358.135,-19799519.3025,-3526750.0,-573500.0,0.0,-4942882.0825,-2597706.75,0.0,-1724769.634999998,
305,2020-03-20,29714575.495,12317500.0,12245876.745,5151198.75,0.0,0.0,-37379936.0825,-10584062.7475,-2815266.5,-3340822.0,-19431000.0,0.0,-1208784.8350000002,0.0,-7665360.587500006,
306,2020-03-23,71316634.25,40593250.0,21060761.5,9662622.75,0.0,0.0,-62123363.2,-29383558.875,-22516745.8025,-4972999.915,-3442725.0,0.0,-1807333.6075000009,0.0,9193271.050000004,
307,2020-03-24,41728803.5,12880000.0,16639784.75,12209018.75,0.0,0.0,-26962979.11,-13926954.8175,-4823089.75,-649852.75,-3442725.0,-3450528.0125,-660877.6025,-8951.1775,14765824.39,
308,2020-03-25,34243854.0,25897000.0,7078031.75,1268822.25,0.0,0.0,-58695151.775,-11514206.9725,0.0,-3655601.5725,-1505165.25,-40398340.035,-1621837.945,0.0,-24451297.775,
309,2020-03-26,25259711.75,10580000.0,9767159.25,4912552.5,0.0,0.0,-24973897.58951125,-9397239.2375,-59309.0,-569673.315,-9828413.05951125,-4735024.11,-384238.86750000005,0.0,285814.1604887508,
310,2020-03-27,28408637.25,11099750.0,12090721.75,5218165.5,0.0,0.0,-12042356.919999998,-6708711.9875,-264768.0425,-1237454.75,-3445009.25,0.0,-355508.4850000001,-30904.405,16366280.330000002,
311,2020-03-30,90380726.5,51539000.0,29172482.75,9669243.75,0.0,0.0,-101075329.35,-54822527.3275,-8697002.75,-8751061.75,-24912362.5,0.0,-3892375.022499999,0.0,-10694602.849999994,
312,2020-03-31,65572151.0,23751000.0,27423549.75,5229513.75,9168087.5,0.0,-9441540.15,-4287035.1075,-2527157.75,-833972.75,0.0,-19288.4125,-1774086.13,0.0,56130610.85,
313,2020-04-01,33208900.5,10077500.0,15049020.75,8082379.75,0.0,0.0,-9316710.925,-6525503.045,-572558.0,-552719.5,-1079910.0,-50102.985,-535917.395,0.0,23892189.575000003,
314,2020-04-02,8794353.25,2674250.0,4612211.5,1507891.75,0.0,0.0,-64603977.02,-13257315.2875,-22733726.0,-672603.25,-27280457.5,-29.75,-659845.2325000018,0.0,-55809623.77,
315,2020-04-03,24202021.1425,8274250.0,12961757.392499998,2966013.75,0.0,0.0,-40468770.1675,-10634660.2775,-436810.5,-209846.5,0.0,-71668.755,-1784577.9924999997,-27331206.1425,-16266749.025,
316,2020-04-06,56245240.05,26838500.0,17856050.300000004,11550689.75,0.0,0.0,-52373390.11,-13117153.0575,-12898099.9775,-1433869.2475,-18884600.0,-2017391.7075,-4022276.12,0.0,3871849.940000005,
317,2020-04-07,35461011.7425,10443250.0,15657276.685,9360485.0575,0.0,0.0,-19623570.66,-15512680.945,-2493925.7625,-269678.375,0.0,0.0,-1327070.7399999998,-20214.8375,15837441.082500003,
318,2020-04-08,18441084.195,7590500.0,7353520.612500001,3497063.5825,0.0,0.0,-26219507.89,-1861751.205,-2136008.9375,-552208.77,-17988465.0,0.0,-2859643.855,-821430.1225,-7778423.695,
319,2020-04-09,19346117.625,8106250.0,9457636.46,1782231.1650000005,0.0,0.0,-19754084.885,-13720230.855,-2092122.25,-618719.25,0.0,-1445919.335,-1533003.3775000004,-344089.8175,-407967.2600000016,
320,2020-04-10,39822497.375,19388750.0,14223518.230000002,6210229.145,0.0,0.0,-62195692.215,-6872083.96,-6985044.75,-417497.5,-2674600.0,-41667233.3825,-3291119.75,-288112.8725,-22373194.840000004,
321,2020-04-13,46075459.66,21064000.0,16419026.91,8592432.75,0.0,0.0,-33650018.94,-17527011.44,-11244258.5,-385898.5,0.0,0.0,-4492850.5,0.0,12425440.72,
322,2020-04-14,43575420.7175,19132500.0,14516732.967499996,9926187.75,0.0,0.0,-5794457.1575,-846490.8175,-2888417.5,-1382945.25,0.0,0.0,-676603.59,0.0,37780963.56,
323,2020-04-15,59110971.057500005,19210250.0,29605967.5575,10294753.5,0.0,0.0,-29366013.7275,-4367739.96,-1690146.0175,-89116.25,-19561106.25,0.0,-3657905.25,0.0,29744957.33000001,
324,2020-04-16,14508174.72,5500500.0,7496950.720000001,1510724.0,0.0,0.0,-13354783.015,-2305836.3025,-6592404.0,-188854.25,0.0,-104678.7125,-4163009.75,0.0,1153391.705,
325,2020-04-17,12210658.2325,3145500.0,6900293.2325,2164865.0,0.0,0.0,-21350138.89,-12555882.58,-7993596.0,-28466.0,0.0,0.0,-772194.31,0.0,-9139480.657499995,
326,2020-04-20,49117877.6875,20519000.0,17750667.002499998,10848210.685,0.0,0.0,-50680071.5425,-13791453.05,-6378806.25,-2130284.0,0.0,-1186354.5625,-3747215.1425,-23445958.5375,-1562193.8550000042,
327,2020-04-21,23298082.48,8213250.0,6827211.3075,2138093.6725,6119527.5,0.0,-23040384.395000003,-2742723.44,-15778670.5,-193133.5,0.0,-301487.4175,-3798787.2225,-225582.315,257698.0849999972,
328,2020-04-22,25202025.04,8289500.0,12027949.25,4884575.79,0.0,0.0,-9560121.2275,-6823199.4825,0.0,-1110011.455,0.0,0.0,-1626910.29,0.0,15641903.8125,
329,2020-04-24,18686516.06,9969250.0,6555906.277499999,2161359.7825,0.0,0.0,-25072347.88573225,-18380361.0775,-4154744.7225,-993314.8275,-80615.14323225,0.0,-1463312.115,0.0,-6385831.82573225,
330,2020-04-27,35043318.8,20465000.0,12207823.55,2370495.25,0.0,0.0,-51673541.325,-10234242.405,-918667.25,-760839.25,-11343312.5,-26638648.17,-1777831.75,0.0,-16630222.525000006,
331,2020-04-28,16243605.4,7809250.0,7242263.899999999,1192091.5,0.0,0.0,-29142795.885,-4105895.5,-43186.5,-148508.0,0.0,-24512171.885,-333034.0,0.0,-12899190.485000003,
332,2020-04-29,18800738.99,8430250.0,8953033.989999998,1417455.0,0.0,0.0,-30760126.6125,-3548902.55,-3960745.25,-328228.5,-20961450.0,-64111.3125,-1896689.0,0.0,-11959387.622500002,
333,2020-04-30,64699528.860921,27370250.0,33230447.3675,2168308.0,1930523.493421,0.0,-13949375.4125,-3822472.395,-8087144.75,-313299.25,0.0,-1129350.265,-597108.7525000005,0.0,50750153.448421,
334,2020-05-04,56649925.8475,10023500.0,27878732.53,18747693.3175,0.0,0.0,-57544933.5825,-17889111.7425,-13726729.6125,-2237181.4675000003,-20191700.0,-26027.2025,-3401371.3625,-72812.195,-895007.7349999994,
335,2020-05-05,21861929.1125,12687000.0,7444150.445,1730778.6675,0.0,0.0,-20569546.4325,-1283731.495,-125455.61,-3950820.965,0.0,-1705911.205,-1462455.507499999,-12041171.65,1292382.6800000034,
336,2020-05-06,13358076.9675,5746000.0,6214821.912500001,1397255.055,0.0,0.0,-15194589.952500002,-9091839.14,-2636880.75,-419785.06,0.0,-187500.0,-1951753.89,-906831.1125,-1836512.9850000013,
337,2020-05-07,23890566.9475,10098500.0,8811577.17,4980489.7775,0.0,0.0,-6974451.7325,-4205408.475,-49684.255,-532209.6425000001,0.0,-1532226.665,-214922.69499999995,-440000.0,16916115.215000004,
338,2020-05-08,16598748.035,5092000.0,9837274.5175,1669473.5174999998,0.0,0.0,-23867641.840000004,-1650810.43,-5563981.4025,-321291.8875,-11546437.5,-882096.5725,-3287885.94,-615138.1075,-7268893.805000003,
339,2020-05-11,49398291.2725,28373000.0,15844595.272500005,5180696.0,0.0,0.0,-57008955.63,-20682798.41,-2332946.88,-754582.75,-266062.5,-29022958.1325,-3949606.9575,0.0,-7610664.357499994,
340,2020-05-12,13634060.0575,5640500.0,6102487.807499999,1891072.25,0.0,0.0,-26061729.22,-5955098.1525,-4198960.75,-204105.5,-13622562.5,-783974.54,-1297027.7775,0.0,-12427669.1625,
341,2020-05-13,16770262.15,8256750.0,6929552.15,1583960.0,0.0,0.0,-18852306.5775,-2300742.345,-320555.5,-163635.25,-12590640.0,-3166710.0,-310023.48250000004,0.0,-2082044.4275,
342,2020-05-14,24517417.9775,7654250.0,10660300.2275,6202867.75,0.0,0.0,-9855431.3175,-5105325.8125,-2189036.25,-253019.25,0.0,-280396.22500000003,-2027653.78,0.0,14661986.66,
343,2020-05-15,58846457.115,21397250.0,26283742.615,9849722.0,0.0,1315742.5,-23096599.3725,-4784638.8175,-2450078.75,-194364.0,-13481000.0,-302209.0,-1884308.8050000004,0.0,35749857.74250001,
344,2020-05-18,33315307.1975,17955750.0,11800666.697499998,3558890.5,0.0,0.0,-41507346.92999999,-23167966.615,-1513152.365,-1601239.7775,-12830437.5,0.0,-2394550.6725,0.0,-8192039.732499994,
345,2020-05-20,30628334.445,5669250.0,15403557.145,9555527.3,0.0,0.0,-36839467.895,-12980079.0925,-4609567.9025,-1519290.5275,-13586000.0,0.0,-4136805.7375000007,-7724.635,-6211133.449999996,
346,2020-05-21,29973147.7875,12378750.0,9984248.795000002,6866308.992500001,743840.0,0.0,-26421249.3525,-3426667.2175,-5387877.305,-396164.6175,0.0,-1125000.0,-80141.68500000025,-16005398.5275,3551898.4350000024,
347,2020-05-22,24250065.5,8805250.0,11937619.5425,3507195.9575,0.0,0.0,-21379117.3225,-11108124.8075,-4879877.9025,-1217867.3175,0.0,-1508985.885,-2569981.08,-94280.33,2870948.177500002,
348,2020-05-27,81179120.2525,36802500.0,27252763.0025,17123857.25,0.0,0.0,-85218791.29829775,-33576976.075,-8216739.0,-1484458.25,-1590124.65579775,-37976335.895,-2374157.4224999994,0.0,-4039671.0457977504,
349,2020-05-28,33009971.9225,7316000.0,11564742.4225,4985004.5,9144225.0,0.0,-7717886.005,-3216609.375,-211351.25,-2347565.5,0.0,-1488984.88,-453375.0,0.0,25292085.9175,
350,2020-05-29,74797911.905,26542250.0,40079682.405,1028084.5,7147895.0,0.0,-12700133.235,-2031599.1225,-5346569.75,-295803.75,-302979.25,-1737390.94,-2985790.4225000003,0.0,62097778.67,
351,2020-06-01,53763311.7825,15463750.0,23904037.2375,14395524.544999998,0.0,0.0,-39237830.0325,-15610166.205,-17897054.904999997,-1122811.5925,-436741.25,-1469935.6675,-2701120.4125,0.0,14525481.75,
352,2020-06-02,22973892.005,3886000.0,12209151.84,6878740.165,0.0,0.0,-7212124.7475,-3899104.0875,0.0,-269819.5,0.0,-1205825.76,-1825118.2575,-12257.1425,15761767.257499998,
353,2020-06-03,13245436.9275,7801500.0,4722273.18,721663.7475,0.0,0.0,-35597573.1325,-2190729.685,-1324524.5,-1540714.0,-6071850.0,-517432.36,-3102373.4175000004,-20849949.17,-22352136.205,
354,2020-06-04,25588551.2925,8936250.0,10053388.285,6598913.0075,0.0,0.0,-8361157.2925,-5923995.605,0.0,-526867.87,0.0,-15615.08,-1569628.7374999998,-325050.0,17227394.0,
355,2020-06-05,31074720.9525,11788250.0,14462055.505,4824415.4475,0.0,0.0,-9952690.97,-2790473.675,-2932430.21,-1391285.4225,0.0,-822864.0425,-1874777.085,-140860.535,21122029.9825,
356,2020-06-08,49678733.0775,24910750.0,17883443.577499997,6884539.5,0.0,0.0,-46668825.785,-37483060.775,-5718412.0,-516143.0,0.0,-1445917.9225,-1505292.0875000004,0.0,3009907.292500004,
357,2020-06-09,30095323.105,17654750.0,9366835.605,3073737.5,0.0,0.0,-11157104.01,-5947103.58,-198188.0,-105195.75,0.0,-261849.75,-4644766.93,0.0,18938219.095,
358,2020-06-10,27851795.597500004,18195000.0,7329208.847500002,2327586.75,0.0,0.0,-47064931.6875,-4436833.96,-4626600.5175,-50081.5,0.0,-33781441.14,-4169974.57,0.0,-19213136.09,
359,2020-06-11,23096964.2525,9079000.0,7475772.002500001,6542192.25,0.0,0.0,-10546436.28,-2670052.325,-5707460.5,-688334.25,0.0,-1136835.1625,-343754.04250000045,0.0,12550527.972500002,
360,2020-06-12,27583823.855000004,8700000.0,13840043.355000002,5043780.5,0.0,0.0,-18509305.61,-4222604.44,-497439.75,-2266322.0,-10246500.0,-20406.5875,-1256032.8325,0.0,9074518.245000005,
361,2020-06-15,91075196.16,41968500.0,35799231.86750001,13307464.292500002,0.0,0.0,-65509476.825,-25900359.2925,-29621391.75,-2576193.75,-2904577.5,-27741.2825,-4479213.25,0.0,25565719.33500001,
362,2020-06-16,27114849.630000003,8949750.0,12890774.522500005,5274325.1075,0.0,0.0,-17399139.397125002,-8592574.425,-103937.89,-4993601.9125,-1787568.824625,-475401.8975,-1257722.6650000005,-188331.7825,9715710.232875,
363,2020-06-17,19262599.78,7590500.0,9537077.2175,2135022.5625,0.0,0.0,-11553320.9225,-10012292.7425,-78452.0575,-710128.3775000001,0.0,-62177.705,-690270.04,0.0,7709278.857500002,
364,2020-06-18,30818506.3325,11702250.0,14332922.435,4783333.8975,0.0,0.0,-49979852.845,-8186922.165,-322397.765,-610115.3875,0.0,-1612533.855,-736645.8875000001,-38511237.785,-19161346.5125,
365,2020-06-19,30113677.95,12563500.0,12701452.82,4848725.13,0.0,0.0,-14576930.320000002,-5896043.19,-2725947.5475,-2454628.8975000004,0.0,-1077590.0,-2384243.855,-38476.83,15536747.629999995,
366,2020-06-22,79266035.6825,37164750.0,28933564.315,13167721.3675,0.0,0.0,-51650531.7375,-30272801.2025,-10169725.29,-1792761.76,-7749292.5,-119.0,-1665831.985,0.0,27615503.945000008,
367,2020-06-23,37682437.02,21813250.0,10223424.6175,5645762.4025,0.0,0.0,-18427062.8575,-14145289.875,-233097.8,-580938.665,-205758.0,-2211865.03,-1050113.4875,0.0,19255374.162499998,
368,2020-06-24,24281418.004999995,14305500.0,7838663.932499999,2137254.0725,0.0,0.0,-22076999.35,-19331586.8125,-1010133.5375,-374767.94,0.0,-46619.965,-313891.09500000003,-1000000.0,2204418.6549999937,
369,2020-06-25,35206729.11750001,23118000.0,7534869.660000002,4553859.4575,0.0,0.0,-72976171.4775,-11868593.1075,-2065077.305,-354211.9225,-13991737.5,-41740540.032500006,-1766822.7175,-1189188.8925,-37769442.36,
370,2020-06-26,39738150.4725,11679250.0,19464767.285,8594133.1875,0.0,0.0,-29994034.6775,-3791465.365,-963808.645,-588161.1525,-16069025.0,-4644166.8,-3312407.7150000003,-625000.0,9744115.794999994,
371,2020-06-29,75134873.1775,44899250.0,21502482.677499995,8733140.5,0.0,0.0,-49306565.710214,-25459541.965,-15742017.125,-2113881.275,-94692.642714,-1406041.9525,-1490390.75,-3000000.0,25828307.46728599,
372,2020-06-30,62754628.4875,34073750.0,25510242.9875,3170635.5,0.0,0.0,-19185101.8225,-15994444.6475,-250542.3575,-491730.825,0.0,-55849.37,-1219610.8575,-1172923.765,43569526.665,
373,2020-07-01,44713286.2075,18500750.0,15689653.182499995,10522883.025,0.0,0.0,-20739891.86,-10189854.1325,-6385403.15,-560629.725,0.0,-1835624.0775,-843380.775,-925000.0,23973394.3475,
374,2020-07-02,23124098.0675,4085000.0,11266412.18,7772685.8875,0.0,0.0,-25597057.45,-20879029.0,-876419.245,-3021862.965,0.0,-107676.7625,-712069.4775,0.0,-2472959.3825000003,
375,2020-07-03,33449656.8225,10546250.0,16192195.3225,6711211.5,0.0,0.0,-53399459.0675,-12546094.3425,-3469371.5075,-1215102.6525,0.0,-1630966.275,-2570655.115,-31967269.175,-19949802.245,
